Image,Red Puncta Count (PSD95),Green Puncta Count (VGlut1),Colocalized Puncta Count,Offset Used,Lower Red Threshold,Upper Red Threshold,Lower Green Threshold,Upper Green Threshold,Red Min Pixel,Green Min Pixel,Scale,Unit
Pair2_L2R2_13-15_binary_KO,1263,4748,575,0,0,0,0,0,4,4,0.138,microns
Pair2_L2R2_4-6_binary_KO,1529,4827,673,0,0,0,0,0,4,4,0.138,microns
Pair2_L2R2_7-9_binary_KO,1445,4685,618,0,0,0,0,0,4,4,0.138,microns
Pair2_L2R3_10-12_binary_KO,1253,4344,450,0,0,0,0,0,4,4,0.138,microns
Pair2_L2R3_1-3_binary_KO,1361,4961,527,0,0,0,0,0,4,4,0.138,microns
Pair2_L2R3_13-15_binary_KO,1179,4422,429,0,0,0,0,0,4,4,0.138,microns
Pair2_L2R3_4-6_binary_KO,1319,4713,465,0,0,0,0,0,4,4,0.138,microns
Pair2_L2R3_7-9_binary_KO,1353,4471,505,0,0,0,0,0,4,4,0.138,microns
Pair3_L2R1_10-12_binary_KO,2951,2224,563,0,0,0,0,0,4,4,0.141,microns
Pair3_L2R1_1-3_binary_KO,4067,4115,1270,0,0,0,0,0,4,4,0.141,microns
Pair3_L2R1_13-15_binary_KO,2574,1479,348,0,0,0,0,0,4,4,0.141,microns
Pair3_L2R1_4-6_binary_KO,3626,3535,1009,0,0,0,0,0,4,4,0.141,microns
Pair3_L2R1_7-9_binary_KO,3334,2571,680,0,0,0,0,0,4,4,0.141,microns
Pair3_L2R2_10-12_binary_KO,2639,1453,384,0,0,0,0,0,4,4,0.141,microns
Pair3_L2R2_1-3_binary_KO,3768,3313,973,0,0,0,0,0,4,4,0.141,microns
Pair3_L2R2_13-15_binary_KO,2429,979,241,0,0,0,0,0,4,4,0.141,microns
Pair3_L2R2_4-6_binary_KO,3227,2391,648,0,0,0,0,0,4,4,0.141,microns
Pair3_L2R2_7-9_binary_KO,2925,1874,480,0,0,0,0,0,4,4,0.141,microns
Pair3_L2R3_10-12_binary_KO,2245,1935,368,0,0,0,0,0,4,4,0.141,microns
Pair3_L2R3_1-3_binary_KO,2887,3458,694,0,0,0,0,0,4,4,0.141,microns
Pair3_L2R3_13-15_binary_KO,2205,1571,273,0,0,0,0,0,4,4,0.141,microns
Pair3_L2R3_4-6_binary_KO,2711,2609,595,0,0,0,0,0,4,4,0.141,microns
Pair3_L2R3_7-9_binary_KO,2523,2325,470,0,0,0,0,0,4,4,0.141,microns
Pair1_L2R1_10-12_binary_WT,2454,4027,650,0,0,0,0,0,4,4,0.141,microns
Pair1_L2R1_1-3_binary_WT,3046,4748,958,0,0,0,0,0,4,4,0.141,microns
Pair1_L2R1_13-15_binary_WT,2214,3691,578,0,0,0,0,0,4,4,0.141,microns
Pair1_L2R1_4-6_binary_WT,2752,4831,884,0,0,0,0,0,4,4,0.141,microns
Pair1_L2R1_7-9_binary_WT,2571,4627,806,0,0,0,0,0,4,4,0.141,microns
Pair1_L2R2_10-12_binary_WT,2588,4556,643,0,0,0,0,0,4,4,0.141,microns
Pair1_L2R2_1-3_binary_WT,3350,5048,928,0,0,0,0,0,4,4,0.141,microns
Pair1_L2R2_13-15_binary_WT,2412,4067,515,0,0,0,0,0,4,4,0.141,microns
Pair1_L2R2_4-6_binary_WT,2977,4878,795,0,0,0,0,0,4,4,0.141,microns
Pair1_L2R2_7-9_binary_WT,2848,4804,719,0,0,0,0,0,4,4,0.141,microns
Pair1_L2R3_10-12_binary_WT,3598,3039,804,0,0,0,0,0,4,4,0.141,microns
Pair1_L2R3_1-3_binary_WT,4623,4333,1279,0,0,0,0,0,4,4,0.141,microns
Pair1_L2R3_13-15_binary_WT,3233,2775,621,0,0,0,0,0,4,4,0.141,microns
Pair1_L2R3_4-6_binary_WT,4290,4032,1112,0,0,0,0,0,4,4,0.141,microns
Pair1_L2R3_7-9_binary_WT,3903,3491,936,0,0,0,0,0,4,4,0.141,microns
Pair2_L2R1_10-12_binary_WT,2315,5164,841,0,0,0,0,0,4,4,0.141,microns
Pair2_L2R1_1-3_binary_WT,2176,5692,750,0,0,0,0,0,4,4,0.141,microns
Pair2_L2R1_13-15_binary_WT,2516,4903,817,0,0,0,0,0,4,4,0.141,microns
Pair2_L2R1_4-6_binary_WT,2319,5413,808,0,0,0,0,0,4,4,0.141,microns
Pair2_L2R1_7-9_binary_WT,2277,5141,786,0,0,0,0,0,4,4,0.141,microns
Pair2_L2R2_10-12_binary_WT,2188,5292,800,0,0,0,0,0,4,4,0.138,microns
Pair2_L2R2_1-3_binary_WT,1959,5960,758,0,0,0,0,0,4,4,0.138,microns
Pair2_L2R2_13-15_binary_WT,2241,5133,841,0,0,0,0,0,4,4,0.138,microns
Pair2_L2R2_4-6_binary_WT,2100,5703,847,0,0,0,0,0,4,4,0.138,microns
Pair2_L2R2_7-9_binary_WT,2557,5528,921,0,0,0,0,0,4,4,0.138,microns
Pair2_L2R3_10-12_binary_WT,2051,6020,883,0,0,0,0,0,4,4,0.138,microns
Pair2_L2R3_1-3_binary_WT,2621,7110,1257,0,0,0,0,0,4,4,0.138,microns
Pair2_L2R3_13-15_binary_WT,1967,5680,874,0,0,0,0,0,4,4,0.138,microns
Pair2_L2R3_4-6_binary_WT,2321,6713,1054,0,0,0,0,0,4,4,0.138,microns
Pair2_L2R3_7-9_binary_WT,2160,6302,969,0,0,0,0,0,4,4,0.138,microns
Pair3_L2R2_10-12_binary_WT,3685,3163,857,0,0,0,0,0,4,4,0.141,microns
Pair3_L2R2_1-3_binary_WT,4558,3336,1050,0,0,0,0,0,4,4,0.141,microns
Pair3_L2R2_13-15_binary_WT,3616,3072,820,0,0,0,0,0,4,4,0.141,microns
Pair3_L2R2_4-6_binary_WT,4023,3130,860,0,0,0,0,0,4,4,0.141,microns
Pair3_L2R2_7-9_binary_WT,3768,3071,785,0,0,0,0,0,4,4,0.141,microns
Pair3_L2R5_10-12_binary_WT,4114,4055,1061,0,0,0,0,0,4,4,0.141,microns
Pair3_L2R5_1-3_binary_WT,5198,5983,1795,0,0,0,0,0,4,4,0.141,microns
Pair3_L2R5_13-15_binary_WT,3731,3318,857,0,0,0,0,0,4,4,0.141,microns
Pair3_L2R5_4-6_binary_WT,5039,5506,1625,0,0,0,0,0,4,4,0.141,microns
Pair3_L2R5_7-9_binary_WT,4662,4830,1448,0,0,0,0,0,4,4,0.141,microns
Pair3_L2R6_10-12_binary_WT,3044,4778,1042,0,0,0,0,0,4,4,0.141,microns
Pair3_L2R6_1-3_binary_WT,4207,6001,1707,0,0,0,0,0,4,4,0.141,microns
Pair3_L2R6_13-15_binary_WT,2775,4195,899,0,0,0,0,0,4,4,0.141,microns
Pair3_L2R6_4-6_binary_WT,3723,5611,1400,0,0,0,0,0,4,4,0.141,microns
Pair3_L2R6_7-9_binary_WT,3399,5377,1243,0,0,0,0,0,4,4,0.141,microns
