Image,Red Puncta Count,Green Puncta Count,Colocalized Puncta Count,Offset Used,Lower Red Threshold,Upper Red Threshold,Lower Green Threshold,Upper Green Threshold,Red Min Pixel,Green Min Pixel,Scale,Unit
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - CONTRA-C-1.tif,227,203,9,0,0,0,0,0,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - CONTRA-C-2.tif,331,324,26,0,0,0,0,0,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - CONTRA-C-3.tif,462,394,34,0,0,0,0,0,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - IPS-B-1.tif,537,320,51,0,0,0,0,0,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - IPS-B-2.tif,655,427,66,0,0,0,0,0,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - IPS-B-3.tif,728,674,85,0,0,0,0,0,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - IPSI-C-1.tif,340,316,22,0,0,0,0,0,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - IPSI-C-2.tif,494,424,39,0,0,0,0,0,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - IPSI-C-3.tif,572,526,53,0,0,0,0,0,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - CONTRA-C-1.tif,1364,1092,136,0,0,0,0,0,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - CONTRA-C-2.tif,1916,1590,243,0,0,0,0,0,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - CONTRA-C-3.tif,2384,2290,391,0,0,0,0,0,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - IPSI-A-1.tif,284,365,21,0,0,0,0,0,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - IPSI-A-2.tif,422,568,37,0,0,0,0,0,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - IPSI-A-3.tif,568,818,54,0,0,0,0,0,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - IPSI-B-1.tif,276,261,11,0,0,0,0,0,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - IPSI-B-2.tif,368,408,18,0,0,0,0,0,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - IPSI-B-3.tif,406,779,33,0,0,0,0,0,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - IPSI-C-1.tif,908,718,81,0,0,0,0,0,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - IPSI-C-2.tif,1286,1240,161,0,0,0,0,0,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - IPSI-C-3.tif,1665,1620,226,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - A-CONTRA-1.tif,1613,197,22,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - A-CONTRA-2.tif,2032,258,36,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - A-CONTRA-3.tif,2292,139,20,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - A-IPSI-1.tif,534,346,17,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - A-IPSI-2.tif,719,503,31,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - A-IPSI-3.tif,850,349,41,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - B-CONTRA-1.tif,130,292,4,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - B-CONTRA-2.tif,125,8,0,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - B-CONTRA-3.tif,142,0,0,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - B-IPSI-1.tif,45,550,4,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - B-IPSI-2.tif,69,186,3,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - B-IPSI-3.tif,90,163,0,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - C-CONTRA-1.tif,78,227,1,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - C-CONTRA-2.tif,96,154,2,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - C-CONTRA-3.tif,131,145,2,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - C-IPSI-1.tif,100,377,1,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - C-IPSI-2.tif,97,254,0,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - C-IPSI-3.tif,41,162,0,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - A-CONTRA-1.tif,120,30,7,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - A-CONTRA-2.tif,173,17,3,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - A-CONTRA-3.tif,196,6,3,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - A-IPSI-1.tif,197,21,3,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - A-IPSI-2.tif,267,1,0,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - A-IPSI-3.tif,350,3,0,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - B-CONTRA-1.tif,6,25,0,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - B-CONTRA-2.tif,6,191,0,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - B-CONTRA-3.tif,7,500,0,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - B-IPSI-1.tif,131,2,0,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - B-IPSI-2.tif,190,4,1,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - B-IPSI-3.tif,222,9,2,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - C-CONTRA-1.tif,161,12,1,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - C-CONTRA-2.tif,208,16,5,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - C-CONTRA-3.tif,249,17,3,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - C-IPSI-1.tif,72,277,3,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - C-IPSI-2.tif,118,326,6,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - C-IPSI-3.tif,154,216,5,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - A-CONTRA-1.tif,467,19,2,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - A-CONTRA-2.tif,624,138,31,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - A-CONTRA-3.tif,791,56,15,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - A-IPSI-1.tif,430,37,4,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - A-IPSI-2.tif,659,20,4,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - A-IPSI-3.tif,837,37,12,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - B-IPSI-1.tif,1199,43,11,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - B-IPSI-2.tif,1652,54,17,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - B-IPSI-3.tif,2024,76,28,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - C-CONTRA-1.tif,1427,25,7,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - C-CONTRA-2.tif,1831,34,9,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - C-CONTRA-3.tif,2094,55,20,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - C-IPSI-1.tif,416,10,1,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - C-IPSI-2.tif,686,34,9,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - C-IPSI-3.tif,866,121,27,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-1-GluA2-Vglut1_lif - B-CONTRA-1.tif,148,364,43,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-1-GluA2-Vglut1_lif - B-CONTRA-2.tif,189,524,64,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-1-GluA2-Vglut1_lif - B-CONTRA-3.tif,251,780,99,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-1-GluA2-Vglut1_lif - B-IPSI-1.tif,389,486,120,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-1-GluA2-Vglut1_lif - B-IPSI-2.tif,545,755,184,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-1-GluA2-Vglut1_lif - B-IPSI-3.tif,690,1043,241,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-1-GluA2-Vglut1_lif - C-CONTRA-1.tif,59,11,4,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-1-GluA2-Vglut1_lif - C-CONTRA-2.tif,84,47,10,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-1-GluA2-Vglut1_lif - C-CONTRA-3.tif,75,156,14,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-1-GluA2-Vglut1_lif - C-IPSI-1.tif,106,166,28,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-1-GluA2-Vglut1_lif - C-IPSI-2.tif,154,252,41,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-1-GluA2-Vglut1_lif - C-IPSI-3.tif,120,320,40,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - A-CONTRA-1.tif,33,30,2,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - A-CONTRA-2.tif,27,65,0,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - A-CONTRA-3.tif,29,65,2,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - A-IPSI-1.tif,55,66,1,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - A-IPSI-2.tif,52,62,1,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - A-IPSI-3.tif,56,57,2,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - B-CONTRA-1.tif,96,108,19,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - B-CONTRA-2.tif,111,136,31,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - B-CONTRA-3.tif,115,136,24,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - B-IPSI-1.tif,124,230,38,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - B-IPSI-2.tif,151,322,40,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - B-IPSI-3.tif,175,397,49,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - C-CONTRA-1.tif,91,108,23,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - C-CONTRA-2.tif,125,168,34,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - C-CONTRA-3.tif,150,222,44,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - C-IPSI-1.tif,21,59,5,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - C-IPSI-2.tif,34,68,7,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - C-IPSI-3.tif,124,86,13,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-4-GluA2-Vglut1_lif - A-CONTRA-1.tif,320,363,38,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-4-GluA2-Vglut1_lif - A-CONTRA-2.tif,458,542,47,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-4-GluA2-Vglut1_lif - A-CONTRA-3.tif,557,756,54,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-4-GluA2-Vglut1_lif - A-IPSI-1.tif,418,536,55,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-4-GluA2-Vglut1_lif - A-IPSI-2.tif,555,730,60,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-4-GluA2-Vglut1_lif - B-CONTRA-1.tif,223,429,22,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-4-GluA2-Vglut1_lif - B-CONTRA-2.tif,388,627,51,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-4-GluA2-Vglut1_lif - B-CONTRA-3.tif,536,750,83,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-4-GluA2-Vglut1_lif - B-IPSI-1.tif,254,220,26,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-4-GluA2-Vglut1_lif - B-IPSI-2.tif,261,247,21,0,0,0,0,0,4,4,0.125,microns
Output\MC-4-6-4-GluA2-Vglut1_lif - B-IPSI-3.tif,273,297,24,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-2-GluA2-Vglut1_lif - A-CONTRA-1.tif,103,103,8,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-2-GluA2-Vglut1_lif - A-CONTRA-2.tif,142,132,15,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-2-GluA2-Vglut1_lif - A-CONTRA-3.tif,196,156,24,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-2-GluA2-Vglut1_lif - A-IPSI-1.tif,76,178,14,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-2-GluA2-Vglut1_lif - A-IPSI-2.tif,136,153,12,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-2-GluA2-Vglut1_lif - A-IPSI-3.tif,183,202,21,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-2-GluA2-Vglut1_lif - B-CONTRA-1.tif,105,140,15,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-2-GluA2-Vglut1_lif - B-CONTRA-2.tif,137,216,22,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-2-GluA2-Vglut1_lif - B-CONTRA-3.tif,189,262,26,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-2-GluA2-Vglut1_lif - B-IPSI-1.tif,72,41,1,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-2-GluA2-Vglut1_lif - B-IPSI-2.tif,35,84,2,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-2-GluA2-Vglut1_lif - B-IPSI-3.tif,48,79,5,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - A-CONTRA-1.tif,230,12,5,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - A-CONTRA-2.tif,302,7,2,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - A-CONTRA-3.tif,386,10,3,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - A-IPSI-1.tif,78,107,2,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - A-IPSI-2.tif,141,91,0,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - A-IPSI-3.tif,161,114,0,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - B-CONTRA-1.tif,88,25,4,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - B-CONTRA-2.tif,130,51,6,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - B-CONTRA-3.tif,154,63,8,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - B-IPSI-1.tif,56,19,4,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - B-IPSI-2.tif,78,13,4,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - B-IPSI-3.tif,108,11,6,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - C-CONTRA-1.tif,50,36,2,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - C-CONTRA-2.tif,77,42,4,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - C-CONTRA-3.tif,88,10,1,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - C-IPSI-1.tif,68,53,4,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - C-IPSI-2.tif,101,37,7,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - C-IPSI-3.tif,123,64,9,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-7-GluA2-Vglut1_lif - A-CONTRA-1.tif,463,5,1,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-7-GluA2-Vglut1_lif - A-CONTRA-2.tif,578,15,2,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-7-GluA2-Vglut1_lif - A-CONTRA-3.tif,672,37,8,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-7-GluA2-Vglut1_lif - A-IPSI-1.tif,292,15,2,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-7-GluA2-Vglut1_lif - A-IPSI-2.tif,345,16,3,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-7-GluA2-Vglut1_lif - A-IPSI-3.tif,433,8,2,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-7-GluA2-Vglut1_lif - B-CONTRA-1.tif,196,22,4,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-7-GluA2-Vglut1_lif - B-CONTRA-2.tif,271,59,15,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-7-GluA2-Vglut1_lif - B-CONTRA-3.tif,335,54,11,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-7-GluA2-Vglut1_lif - B-IPSI-1.tif,155,31,7,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-7-GluA2-Vglut1_lif - B-IPSI-2.tif,275,42,9,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-7-GluA2-Vglut1_lif - B-IPSI-3.tif,351,45,10,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - A-CONTRA-1.tif,56,94,6,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - A-CONTRA-2.tif,65,123,5,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - A-CONTRA-3.tif,64,123,4,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - A-IPSI-1.tif,32,27,0,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - A-IPSI-2.tif,32,67,0,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - A-IPSI-3.tif,41,34,0,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - B-CONTRA-1.tif,162,383,64,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - B-CONTRA-2.tif,168,468,67,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - B-CONTRA-3.tif,132,426,53,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - B-IPSI-1.tif,179,211,52,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - B-IPSI-2.tif,306,383,102,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - B-IPSI-3.tif,413,547,134,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - C-CONTRA-1.tif,64,144,10,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - C-CONTRA-2.tif,100,245,27,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - C-CONTRA-3.tif,154,352,46,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - C-IPSI-1.tif,71,217,36,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - C-IPSI-2.tif,115,300,52,0,0,0,0,0,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - C-IPSI-3.tif,105,332,48,0,0,0,0,0,4,4,0.125,microns
Output\MC371-GluA2-Vglut1_lif - A-CONTRA-1.tif,368,360,66,0,0,0,0,0,4,4,0.125,microns
Output\MC371-GluA2-Vglut1_lif - A-CONTRA-2.tif,492,538,100,0,0,0,0,0,4,4,0.125,microns
Output\MC371-GluA2-Vglut1_lif - A-CONTRA-3.tif,564,635,116,0,0,0,0,0,4,4,0.125,microns
Output\MC371-GluA2-Vglut1_lif - A-IPSI-1.tif,214,324,44,0,0,0,0,0,4,4,0.125,microns
Output\MC371-GluA2-Vglut1_lif - A-IPSI-2.tif,311,479,76,0,0,0,0,0,4,4,0.125,microns
Output\MC371-GluA2-Vglut1_lif - A-IPSI-3.tif,403,659,95,0,0,0,0,0,4,4,0.125,microns
Output\MC371-GluA2-Vglut1_lif - B-CONTRA-1.tif,204,407,67,0,0,0,0,0,4,4,0.125,microns
Output\MC371-GluA2-Vglut1_lif - B-CONTRA-2.tif,295,514,83,0,0,0,0,0,4,4,0.125,microns
Output\MC371-GluA2-Vglut1_lif - B-CONTRA-3.tif,340,570,95,0,0,0,0,0,4,4,0.125,microns
Output\MC371-GluA2-Vglut1_lif - B-IPSI-1.tif,207,295,50,0,0,0,0,0,4,4,0.125,microns
Output\MC371-GluA2-Vglut1_lif - B-IPSI-2.tif,321,470,78,0,0,0,0,0,4,4,0.125,microns
Output\MC371-GluA2-Vglut1_lif - B-IPSI-3.tif,408,624,103,0,0,0,0,0,4,4,0.125,microns
Output\MC371-GluA2-Vglut1_lif - C-CONTRA-1.tif,66,242,26,0,0,0,0,0,4,4,0.125,microns
