Image,Red Puncta Count,Green Puncta Count,Colocalized Puncta Count,Offset Used,Lower Red Threshold,Upper Red Threshold,Lower Green Threshold,Upper Green Threshold,Red Min Pixel,Green Min Pixel,Scale,Unit
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - CONTRA-B-2.tif,1232,766,127,0,46,255,50,255,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - CONTRA-B-3.tif,1444,1598,221,0,46,255,41,255,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - CONTRA-C-1.tif,1375,439,55,0,47,255,59,255,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - CONTRA-C-2.tif,1406,742,99,0,52,255,58,255,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - CONTRA-C-3.tif,1289,866,105,0,59,255,61,255,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - IPS-B-1.tif,1377,698,105,0,59,255,67,255,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - IPS-B-2.tif,1572,1826,198,0,62,255,59,255,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - IPS-B-3.tif,1102,0,0,0,73,255,82,255,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - IPSI-C-1.tif,884,640,67,0,62,255,65,255,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - IPSI-C-2.tif,1615,661,74,0,56,255,74,255,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - IPSI-C-3.tif,1186,892,76,0,67,255,79,255,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - CONTRA-C-1.tif,1950,1226,156,0,74,255,90,255,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - CONTRA-C-2.tif,2134,2681,372,0,83,255,80,255,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - CONTRA-C-3.tif,2682,2282,377,0,83,255,100,255,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - IPSI-A-1.tif,290,1231,29,0,79,255,59,255,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - IPSI-A-2.tif,578,772,41,0,71,255,79,255,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - IPSI-A-3.tif,499,1780,77,0,87,255,71,255,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - IPSI-B-1.tif,680,308,19,0,58,255,83,255,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - IPSI-B-2.tif,493,1906,55,0,73,255,62,255,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - IPSI-B-3.tif,1147,1962,95,0,56,255,71,255,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - IPSI-C-1.tif,2216,3819,613,0,62,255,52,255,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - IPSI-C-2.tif,1728,2186,285,0,79,255,77,255,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - IPSI-C-3.tif,3127,2385,476,0,67,255,88,255,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - A-CONTRA-1.tif,2947,1,0,0,68,255,67,255,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - A-CONTRA-2.tif,3059,17,0,0,74,255,58,255,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - A-CONTRA-3.tif,2749,3,0,0,82,255,70,255,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - A-IPSI-1.tif,1756,7,0,0,58,255,55,255,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - A-IPSI-2.tif,2163,2,0,0,58,255,61,255,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - A-IPSI-3.tif,1769,2,0,0,65,255,61,255,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - B-CONTRA-1.tif,459,0,0,0,58,255,49,255,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - B-CONTRA-2.tif,715,0,0,0,55,255,68,255,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - B-CONTRA-3.tif,921,0,0,0,52,255,62,255,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - B-IPSI-1.tif,842,0,0,0,46,255,52,255,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - B-IPSI-2.tif,772,0,0,0,50,255,55,255,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - B-IPSI-3.tif,1081,0,0,0,47,255,56,255,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - C-CONTRA-1.tif,227,0,0,0,62,255,61,255,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - C-CONTRA-2.tif,154,0,0,0,71,255,65,255,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - C-CONTRA-3.tif,645,0,0,0,55,255,61,255,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - C-IPSI-1.tif,637,0,0,0,43,255,59,255,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - C-IPSI-2.tif,317,0,0,0,53,255,56,255,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - C-IPSI-3.tif,326,0,0,0,55,255,52,255,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - A-CONTRA-1.tif,537,2,1,0,50,255,59,255,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - A-CONTRA-2.tif,875,4,2,0,47,255,61,255,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - A-CONTRA-3.tif,666,4,2,0,53,255,56,255,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - A-IPSI-1.tif,519,1,0,0,56,255,56,255,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - A-IPSI-2.tif,428,1,0,0,68,255,62,255,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - A-IPSI-3.tif,772,2,0,0,56,255,61,255,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - B-CONTRA-1.tif,6,0,0,0,50,255,46,255,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - B-CONTRA-2.tif,16,0,0,0,44,255,41,255,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - B-CONTRA-3.tif,33,0,0,0,39,255,43,255,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - B-IPSI-1.tif,446,15,3,0,59,255,35,255,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - B-IPSI-2.tif,690,0,0,0,55,255,53,255,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - B-IPSI-3.tif,698,4,0,0,55,255,50,255,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - C-CONTRA-1.tif,612,3,0,0,49,255,56,255,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - C-CONTRA-2.tif,740,3,0,0,50,255,65,255,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - C-CONTRA-3.tif,409,9,2,0,67,255,50,255,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - C-IPSI-1.tif,491,6,0,0,53,255,41,255,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - C-IPSI-2.tif,506,8,0,0,58,255,41,255,4,4,0.125,microns
Output\MC-3-3-5-GluA2-Vglut1_lif - C-IPSI-3.tif,887,1,0,0,53,255,50,255,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - A-CONTRA-1.tif,1265,8,0,0,59,255,50,255,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - A-CONTRA-2.tif,1395,25,6,0,62,255,44,255,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - A-CONTRA-3.tif,1141,18,3,0,73,255,53,255,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - A-IPSI-1.tif,1264,20,1,0,55,255,47,255,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - A-IPSI-2.tif,1390,18,4,0,61,255,52,255,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - A-IPSI-3.tif,1059,16,4,0,76,255,64,255,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - B-IPSI-1.tif,1518,49,14,0,77,255,65,255,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - B-IPSI-2.tif,1405,124,31,0,97,255,52,255,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - B-IPSI-3.tif,1928,124,37,0,91,255,59,255,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - C-CONTRA-1.tif,2111,20,5,0,74,255,61,255,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - C-CONTRA-2.tif,1973,34,12,0,88,255,62,255,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - C-CONTRA-3.tif,1690,65,15,0,103,255,58,255,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - C-IPSI-1.tif,953,23,6,0,55,255,38,255,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - C-IPSI-2.tif,1245,31,7,0,61,255,41,255,4,4,0.125,microns
Output\MC-3-7-3-GluA2-Vglut1_lif - C-IPSI-3.tif,1709,27,8,0,58,255,46,255,4,4,0.125,microns
Output\MC-4-6-1-GluA2-Vglut1_lif - B-CONTRA-1.tif,191,702,54,0,62,255,52,255,4,4,0.125,microns
Output\MC-4-6-1-GluA2-Vglut1_lif - B-CONTRA-2.tif,297,820,94,0,58,255,62,255,4,4,0.125,microns
Output\MC-4-6-1-GluA2-Vglut1_lif - B-CONTRA-3.tif,517,1054,153,0,49,255,65,255,4,4,0.125,microns
Output\MC-4-6-1-GluA2-Vglut1_lif - B-IPSI-1.tif,686,950,237,0,55,255,55,255,4,4,0.125,microns
Output\MC-4-6-1-GluA2-Vglut1_lif - B-IPSI-2.tif,586,1289,234,0,76,255,62,255,4,4,0.125,microns
Output\MC-4-6-1-GluA2-Vglut1_lif - B-IPSI-3.tif,1032,1534,362,0,61,255,68,255,4,4,0.125,microns
Output\MC-4-6-1-GluA2-Vglut1_lif - C-CONTRA-1.tif,56,38,5,0,43,255,44,255,4,4,0.125,microns
Output\MC-4-6-1-GluA2-Vglut1_lif - C-CONTRA-2.tif,84,201,16,0,49,255,44,255,4,4,0.125,microns
Output\MC-4-6-1-GluA2-Vglut1_lif - C-CONTRA-3.tif,107,339,30,0,55,255,56,255,4,4,0.125,microns
Output\MC-4-6-1-GluA2-Vglut1_lif - C-IPSI-1.tif,102,364,41,0,61,255,49,255,4,4,0.125,microns
Output\MC-4-6-1-GluA2-Vglut1_lif - C-IPSI-2.tif,410,623,132,0,43,255,49,255,4,4,0.125,microns
Output\MC-4-6-1-GluA2-Vglut1_lif - C-IPSI-3.tif,439,808,150,0,46,255,50,255,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - A-CONTRA-1.tif,28,60,1,0,67,255,50,255,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - A-CONTRA-2.tif,94,201,8,0,46,255,43,255,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - A-CONTRA-3.tif,146,117,9,0,44,255,55,255,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - A-IPSI-1.tif,162,392,9,0,52,255,53,255,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - A-IPSI-2.tif,225,288,8,0,49,255,59,255,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - A-IPSI-3.tif,159,617,15,0,52,255,50,255,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - B-CONTRA-1.tif,265,373,48,0,47,255,46,255,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - B-CONTRA-2.tif,413,431,64,0,43,255,49,255,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - B-CONTRA-3.tif,385,401,60,0,47,255,52,255,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - B-IPSI-1.tif,438,446,92,0,38,255,50,255,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - B-IPSI-2.tif,497,614,125,0,43,255,52,255,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - B-IPSI-3.tif,374,428,87,0,53,255,73,255,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - C-CONTRA-1.tif,120,315,34,0,61,255,44,255,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - C-CONTRA-2.tif,200,274,49,0,56,255,59,255,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - C-CONTRA-3.tif,351,1030,111,0,47,255,35,255,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - C-IPSI-1.tif,2,117,1,0,71,255,41,255,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - C-IPSI-2.tif,21,117,8,0,50,255,47,255,4,4,0.125,microns
Output\MC-4-6-2-GluA2-Vglut1_lif - C-IPSI-3.tif,68,184,15,0,41,255,46,255,4,4,0.125,microns
Output\MC-4-6-4-GluA2-Vglut1_lif - A-CONTRA-1.tif,820,1181,142,0,62,255,67,255,4,4,0.125,microns
Output\MC-4-6-4-GluA2-Vglut1_lif - A-CONTRA-2.tif,1055,1629,220,0,64,255,70,255,4,4,0.125,microns
Output\MC-4-6-4-GluA2-Vglut1_lif - A-CONTRA-3.tif,1027,2040,240,0,70,255,73,255,4,4,0.125,microns
Output\MC-4-6-4-GluA2-Vglut1_lif - A-IPSI-1.tif,1495,1530,417,0,56,255,61,255,4,4,0.125,microns
Output\MC-4-6-4-GluA2-Vglut1_lif - A-IPSI-2.tif,1250,1745,329,0,67,255,68,255,4,4,0.125,microns
Output\MC-4-6-4-GluA2-Vglut1_lif - B-CONTRA-1.tif,1090,1486,262,0,52,255,55,255,4,4,0.125,microns
Output\MC-4-6-4-GluA2-Vglut1_lif - B-CONTRA-2.tif,1182,1575,306,0,58,255,64,255,4,4,0.125,microns
Output\MC-4-6-4-GluA2-Vglut1_lif - B-CONTRA-3.tif,1379,1471,255,0,61,255,77,255,4,4,0.125,microns
Output\MC-4-6-4-GluA2-Vglut1_lif - B-IPSI-1.tif,337,595,59,0,65,255,53,255,4,4,0.125,microns
Output\MC-4-6-4-GluA2-Vglut1_lif - B-IPSI-2.tif,703,580,68,0,52,255,58,255,4,4,0.125,microns
Output\MC-4-6-4-GluA2-Vglut1_lif - B-IPSI-3.tif,816,1015,126,0,52,255,50,255,4,4,0.125,microns
Output\MC-6-4-2-GluA2-Vglut1_lif - A-CONTRA-1.tif,404,416,37,0,43,255,44,255,4,4,0.125,microns
Output\MC-6-4-2-GluA2-Vglut1_lif - A-CONTRA-2.tif,296,298,27,0,59,255,59,255,4,4,0.125,microns
Output\MC-6-4-2-GluA2-Vglut1_lif - A-CONTRA-3.tif,457,770,77,0,55,255,50,255,4,4,0.125,microns
Output\MC-6-4-2-GluA2-Vglut1_lif - A-IPSI-1.tif,537,252,44,0,36,255,50,255,4,4,0.125,microns
Output\MC-6-4-2-GluA2-Vglut1_lif - A-IPSI-2.tif,385,563,66,0,50,255,45,255,4,4,0.125,microns
Output\MC-6-4-2-GluA2-Vglut1_lif - A-IPSI-3.tif,415,536,61,0,55,255,52,255,4,4,0.125,microns
Output\MC-6-4-2-GluA2-Vglut1_lif - B-CONTRA-1.tif,488,773,78,0,47,255,44,255,4,4,0.125,microns
Output\MC-6-4-2-GluA2-Vglut1_lif - B-CONTRA-2.tif,503,1204,116,0,53,255,43,255,4,4,0.125,microns
Output\MC-6-4-2-GluA2-Vglut1_lif - B-CONTRA-3.tif,942,977,134,0,47,255,52,255,4,4,0.125,microns
Output\MC-6-4-2-GluA2-Vglut1_lif - B-IPSI-1.tif,37,49,0,0,58,255,55,255,4,4,0.125,microns
Output\MC-6-4-2-GluA2-Vglut1_lif - B-IPSI-2.tif,71,62,2,0,53,255,56,255,4,4,0.125,microns
Output\MC-6-4-2-GluA2-Vglut1_lif - B-IPSI-3.tif,157,159,13,0,46,255,46,255,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - A-CONTRA-1.tif,830,2,1,0,55,255,56,255,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - A-CONTRA-2.tif,1176,3,1,0,53,255,58,255,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - A-CONTRA-3.tif,970,37,12,0,59,255,38,255,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - A-IPSI-1.tif,891,15,1,0,46,255,35,255,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - A-IPSI-2.tif,598,65,1,0,55,255,46,255,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - A-IPSI-3.tif,858,23,0,0,50,255,70,255,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - B-CONTRA-1.tif,854,3,1,0,39,255,36,255,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - B-CONTRA-2.tif,729,5,2,0,43,255,41,255,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - B-CONTRA-3.tif,736,20,6,0,44,255,33,255,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - B-IPSI-1.tif,421,3,1,0,43,255,52,255,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - B-IPSI-2.tif,854,3,1,0,38,255,49,255,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - B-IPSI-3.tif,927,13,7,0,38,255,38,255,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - C-CONTRA-1.tif,367,3,0,0,47,255,39,255,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - C-CONTRA-2.tif,479,10,5,0,47,255,35,255,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - C-CONTRA-3.tif,670,5,2,0,44,255,50,255,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - C-IPSI-1.tif,216,1,0,0,53,255,39,255,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - C-IPSI-2.tif,295,1,0,0,53,255,44,255,4,4,0.125,microns
Output\MC-6-4-6-GluA2-Vglut1_lif - C-IPSI-3.tif,316,3,0,0,56,255,38,255,4,4,0.125,microns
Output\MC-6-4-7-GluA2-Vglut1_lif - A-CONTRA-1.tif,840,13,3,0,61,255,61,255,4,4,0.125,microns
Output\MC-6-4-7-GluA2-Vglut1_lif - A-CONTRA-2.tif,1030,24,3,0,65,255,55,255,4,4,0.125,microns
Output\MC-6-4-7-GluA2-Vglut1_lif - A-CONTRA-3.tif,1054,22,4,0,71,255,61,255,4,4,0.125,microns
Output\MC-6-4-7-GluA2-Vglut1_lif - A-IPSI-1.tif,529,18,1,0,64,255,44,255,4,4,0.125,microns
Output\MC-6-4-7-GluA2-Vglut1_lif - A-IPSI-2.tif,1228,9,2,0,55,255,56,255,4,4,0.125,microns
Output\MC-6-4-7-GluA2-Vglut1_lif - A-IPSI-3.tif,1410,20,5,0,55,255,49,255,4,4,0.125,microns
Output\MC-6-4-7-GluA2-Vglut1_lif - B-CONTRA-1.tif,466,1,0,0,53,255,44,255,4,4,0.125,microns
Output\MC-6-4-7-GluA2-Vglut1_lif - B-CONTRA-2.tif,417,3,1,0,65,255,50,255,4,4,0.125,microns
Output\MC-6-4-7-GluA2-Vglut1_lif - B-CONTRA-3.tif,604,2,0,0,61,255,53,255,4,4,0.125,microns
Output\MC-6-4-7-GluA2-Vglut1_lif - B-IPSI-1.tif,653,15,6,0,47,255,47,255,4,4,0.125,microns
Output\MC-6-4-7-GluA2-Vglut1_lif - B-IPSI-2.tif,425,14,6,0,65,255,52,255,4,4,0.125,microns
Output\MC-6-4-7-GluA2-Vglut1_lif - B-IPSI-3.tif,750,18,5,0,58,255,56,255,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - A-CONTRA-1.tif,93,101,8,0,53,255,58,255,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - A-CONTRA-2.tif,83,254,5,0,59,255,52,255,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - A-CONTRA-3.tif,78,539,13,0,59,255,46,255,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - A-IPSI-1.tif,118,264,6,0,46,255,44,255,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - A-IPSI-2.tif,248,371,13,0,43,255,46,255,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - A-IPSI-3.tif,200,334,6,0,49,255,50,255,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - B-CONTRA-1.tif,237,681,98,0,59,255,61,255,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - B-CONTRA-2.tif,403,1409,155,0,50,255,47,255,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - B-CONTRA-3.tif,318,952,103,0,53,255,56,255,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - B-IPSI-1.tif,361,737,121,0,53,255,43,255,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - B-IPSI-2.tif,718,1214,258,0,49,255,44,255,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - B-IPSI-3.tif,930,1464,316,0,50,255,50,255,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - C-CONTRA-1.tif,201,312,49,0,43,255,50,255,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - C-CONTRA-2.tif,427,587,106,0,41,255,50,255,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - C-CONTRA-3.tif,318,786,108,0,52,255,50,255,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - C-IPSI-1.tif,282,517,95,0,39,255,43,255,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - C-IPSI-2.tif,338,634,122,0,44,255,47,255,4,4,0.125,microns
Output\MC-6-4-8-GluA2-Vglut1_lif - C-IPSI-3.tif,618,1002,205,0,36,255,39,255,4,4,0.125,microns
Output\MC371-GluA2-Vglut1_lif - A-CONTRA-1.tif,2199,1744,365,0,37,255,46,255,4,4,0.125,microns
Output\MC371-GluA2-Vglut1_lif - A-CONTRA-2.tif,2023,2080,437,0,44,255,50,255,4,4,0.125,microns
Output\MC371-GluA2-Vglut1_lif - A-CONTRA-3.tif,2474,1970,476,0,43,255,56,255,4,4,0.125,microns
Output\MC371-GluA2-Vglut1_lif - A-IPSI-1.tif,380,627,89,0,53,255,55,255,4,4,0.125,microns
Output\MC371-GluA2-Vglut1_lif - A-IPSI-2.tif,750,1422,219,0,46,255,43,255,4,4,0.125,microns
Output\MC371-GluA2-Vglut1_lif - A-IPSI-3.tif,965,1307,240,0,47,255,55,255,4,4,0.125,microns
Output\MC371-GluA2-Vglut1_lif - B-CONTRA-1.tif,721,1288,212,0,50,255,49,255,4,4,0.125,microns
Output\MC371-GluA2-Vglut1_lif - B-CONTRA-2.tif,1242,1573,340,0,49,255,53,255,4,4,0.125,microns
Output\MC371-GluA2-Vglut1_lif - B-CONTRA-3.tif,940,2380,352,0,58,255,50,255,4,4,0.125,microns
Output\MC371-GluA2-Vglut1_lif - B-IPSI-1.tif,1168,800,192,0,43,255,55,255,4,4,0.125,microns
Output\MC371-GluA2-Vglut1_lif - B-IPSI-2.tif,762,1285,217,0,58,255,55,255,4,4,0.125,microns
